year,industry,energy,unit,state
1990,construction_pj,7.1,6.2,New South Wales
1991,construction_pj,6.9,6.2,New South Wales
1992,construction_pj,6.6,6.2,New South Wales
1993,construction_pj,6.4,6.2,New South Wales
1994,construction_pj,6.2,6.2,New South Wales
1995,construction_pj,6,6.2,New South Wales
1996,construction_pj,5.8,6.2,New South Wales
1997,construction_pj,5.6,6.2,New South Wales
1998,construction_pj,5.4,6.2,New South Wales
1999,construction_pj,5.3,6.2,New South Wales
2000,construction_pj,5.1,6.2,New South Wales
2001,construction_pj,5.2,6.2,New South Wales
2002,construction_pj,5.02,6.2,New South Wales
2003,construction_pj,4.057,6.2,New South Wales
2004,construction_pj,3.56,6.2,New South Wales
2005,construction_pj,4.833,6.2,New South Wales
2006,construction_pj,4.838,6.2,New South Wales
2007,construction_pj,4.835,6.2,New South Wales
2008,construction_pj,7.834,6.2,New South Wales
2009,construction_pj,9.039,6.2,New South Wales
2010,construction_pj,8.708,6.2,New South Wales
2011,construction_pj,7.96,6.2,New South Wales
2012,construction_pj,8.592,6.2,New South Wales
2013,construction_pj,8.838,6.2,New South Wales
2014,construction_pj,10.344,6.2,New South Wales
2015,construction_pj,12.18,6.2,New South Wales
2016,construction_pj,13.379,6.2,New South Wales
2017,construction_pj,15.618,6.2,New South Wales
2018,construction_pj,15.911,6.2,New South Wales
2019,construction_pj,14.579,6.2,New South Wales
2020,construction_pj,13.516,6.2,New South Wales
2021,construction_pj,12.564,6.2,New South Wales
2022,construction_pj,11.7,6.2,New South Wales
1974,transport_pj,246.8,239.7,New South Wales
1975,transport_pj,248.8,239.7,New South Wales
1976,transport_pj,259.8,239.7,New South Wales
1977,transport_pj,275.8,239.7,New South Wales
1978,transport_pj,276,239.7,New South Wales
1979,transport_pj,283.9,239.7,New South Wales
1980,transport_pj,289.9,239.7,New South Wales
1981,transport_pj,292.8,239.7,New South Wales
1982,transport_pj,281.6,239.7,New South Wales
1983,transport_pj,297.3,239.7,New South Wales
1984,transport_pj,302,239.7,New South Wales
1985,transport_pj,305,239.7,New South Wales
1986,transport_pj,306.1,239.7,New South Wales
1987,transport_pj,321.6,239.7,New South Wales
1988,transport_pj,333.9,239.7,New South Wales
1989,transport_pj,332.3,239.7,New South Wales
1990,transport_pj,334.5,239.7,New South Wales
1991,transport_pj,342,239.7,New South Wales
1992,transport_pj,350.1,239.7,New South Wales
1993,transport_pj,356.9,239.7,New South Wales
1994,transport_pj,377.1,239.7,New South Wales
1995,transport_pj,394.9,239.7,New South Wales
1996,transport_pj,397,239.7,New South Wales
1997,transport_pj,399.2,239.7,New South Wales
1998,transport_pj,406.6,239.7,New South Wales
1999,transport_pj,421.3,239.7,New South Wales
2000,transport_pj,412.4,239.7,New South Wales
2001,transport_pj,401,239.7,New South Wales
2002,transport_pj,418.491,239.7,New South Wales
2003,transport_pj,438.463,239.7,New South Wales
2004,transport_pj,450.772,239.7,New South Wales
2005,transport_pj,456.464,239.7,New South Wales
2006,transport_pj,471.775,239.7,New South Wales
2007,transport_pj,483.191,239.7,New South Wales
2008,transport_pj,479.187,239.7,New South Wales
2009,transport_pj,498.474,239.7,New South Wales
2010,transport_pj,504.886,239.7,New South Wales
2011,transport_pj,506.64,239.7,New South Wales
2012,transport_pj,513.165,239.7,New South Wales
2013,transport_pj,510.789,239.7,New South Wales
2014,transport_pj,512.829,239.7,New South Wales
2015,transport_pj,512.112,239.7,New South Wales
2016,transport_pj,528.519,239.7,New South Wales
2017,transport_pj,540.686,239.7,New South Wales
2018,transport_pj,535.686,239.7,New South Wales
2019,transport_pj,484.384,239.7,New South Wales
2020,transport_pj,425.586,239.7,New South Wales
2021,transport_pj,413.47,239.7,New South Wales
2022,transport_pj,486.798,239.7,New South Wales
1974,water_and_waste_b_pj,2.4,2.4,New South Wales
1975,water_and_waste_b_pj,2.5,2.4,New South Wales
1976,water_and_waste_b_pj,2.5,2.4,New South Wales
1977,water_and_waste_b_pj,2.6,2.4,New South Wales
1978,water_and_waste_b_pj,2.5,2.4,New South Wales
1979,water_and_waste_b_pj,2.3,2.4,New South Wales
1980,water_and_waste_b_pj,2.3,2.4,New South Wales
1981,water_and_waste_b_pj,2.1,2.4,New South Wales
1982,water_and_waste_b_pj,2,2.4,New South Wales
1983,water_and_waste_b_pj,2,2.4,New South Wales
1984,water_and_waste_b_pj,1.9,2.4,New South Wales
1985,water_and_waste_b_pj,2.2,2.4,New South Wales
1986,water_and_waste_b_pj,2.1,2.4,New South Wales
1987,water_and_waste_b_pj,2.1,2.4,New South Wales
1988,water_and_waste_b_pj,2.2,2.4,New South Wales
1989,water_and_waste_b_pj,2.2,2.4,New South Wales
1990,water_and_waste_b_pj,2.2,2.4,New South Wales
1991,water_and_waste_b_pj,2.2,2.4,New South Wales
1992,water_and_waste_b_pj,2.2,2.4,New South Wales
1993,water_and_waste_b_pj,2.2,2.4,New South Wales
1994,water_and_waste_b_pj,2.3,2.4,New South Wales
1995,water_and_waste_b_pj,2.3,2.4,New South Wales
1996,water_and_waste_b_pj,2.4,2.4,New South Wales
1997,water_and_waste_b_pj,2.4,2.4,New South Wales
1998,water_and_waste_b_pj,2.5,2.4,New South Wales
1999,water_and_waste_b_pj,2.6,2.4,New South Wales
2000,water_and_waste_b_pj,4.1,2.4,New South Wales
2001,water_and_waste_b_pj,4.2,2.4,New South Wales
2002,water_and_waste_b_pj,4.813,2.4,New South Wales
2003,water_and_waste_b_pj,5.155,2.4,New South Wales
2004,water_and_waste_b_pj,5.292,2.4,New South Wales
2005,water_and_waste_b_pj,5.745,2.4,New South Wales
2006,water_and_waste_b_pj,6.007,2.4,New South Wales
2007,water_and_waste_b_pj,5.929,2.4,New South Wales
2008,water_and_waste_b_pj,5.451,2.4,New South Wales
2009,water_and_waste_b_pj,4.954,2.4,New South Wales
2010,water_and_waste_b_pj,4.587,2.4,New South Wales
2011,water_and_waste_b_pj,4.517,2.4,New South Wales
2012,water_and_waste_b_pj,3.29,2.4,New South Wales
2013,water_and_waste_b_pj,3.789,2.4,New South Wales
2014,water_and_waste_b_pj,3.368,2.4,New South Wales
2015,water_and_waste_b_pj,3.085,2.4,New South Wales
2016,water_and_waste_b_pj,3.07,2.4,New South Wales
2017,water_and_waste_b_pj,3.673,2.4,New South Wales
2018,water_and_waste_b_pj,3.95,2.4,New South Wales
2019,water_and_waste_b_pj,4.459,2.4,New South Wales
2020,water_and_waste_b_pj,3.467,2.4,New South Wales
2021,water_and_waste_b_pj,3.682,2.4,New South Wales
2022,water_and_waste_b_pj,4.449,2.4,New South Wales
1974,commercial_and_services_c_pj,29.5,29.3,New South Wales
1975,commercial_and_services_c_pj,29.8,29.3,New South Wales
1976,commercial_and_services_c_pj,31.2,29.3,New South Wales
1977,commercial_and_services_c_pj,31.9,29.3,New South Wales
1978,commercial_and_services_c_pj,34,29.3,New South Wales
1979,commercial_and_services_c_pj,35.2,29.3,New South Wales
1980,commercial_and_services_c_pj,35.7,29.3,New South Wales
1981,commercial_and_services_c_pj,36,29.3,New South Wales
1982,commercial_and_services_c_pj,34.8,29.3,New South Wales
1983,commercial_and_services_c_pj,35.4,29.3,New South Wales
1984,commercial_and_services_c_pj,36.5,29.3,New South Wales
1985,commercial_and_services_c_pj,38.9,29.3,New South Wales
1986,commercial_and_services_c_pj,40.8,29.3,New South Wales
1987,commercial_and_services_c_pj,42.8,29.3,New South Wales
1988,commercial_and_services_c_pj,45.1,29.3,New South Wales
1989,commercial_and_services_c_pj,47.9,29.3,New South Wales
1990,commercial_and_services_c_pj,50.2,29.3,New South Wales
1991,commercial_and_services_c_pj,50.6,29.3,New South Wales
1992,commercial_and_services_c_pj,51.4,29.3,New South Wales
1993,commercial_and_services_c_pj,51.6,29.3,New South Wales
1994,commercial_and_services_c_pj,54.2,29.3,New South Wales
1995,commercial_and_services_c_pj,59.3,29.3,New South Wales
1996,commercial_and_services_c_pj,60.6,29.3,New South Wales
1997,commercial_and_services_c_pj,64.6,29.3,New South Wales
1998,commercial_and_services_c_pj,68.1,29.3,New South Wales
1999,commercial_and_services_c_pj,69.5,29.3,New South Wales
2000,commercial_and_services_c_pj,60.3,29.3,New South Wales
2001,commercial_and_services_c_pj,62.6,29.3,New South Wales
2002,commercial_and_services_c_pj,72.489,29.3,New South Wales
2003,commercial_and_services_c_pj,74.04,29.3,New South Wales
2004,commercial_and_services_c_pj,73.814,29.3,New South Wales
2005,commercial_and_services_c_pj,74.655,29.3,New South Wales
2006,commercial_and_services_c_pj,77.567,29.3,New South Wales
2007,commercial_and_services_c_pj,76.313,29.3,New South Wales
2008,commercial_and_services_c_pj,76.698,29.3,New South Wales
2009,commercial_and_services_c_pj,79.238,29.3,New South Wales
2010,commercial_and_services_c_pj,82.032,29.3,New South Wales
2011,commercial_and_services_c_pj,80.25,29.3,New South Wales
2012,commercial_and_services_c_pj,83.385,29.3,New South Wales
2013,commercial_and_services_c_pj,87.255,29.3,New South Wales
2014,commercial_and_services_c_pj,100.254,29.3,New South Wales
2015,commercial_and_services_c_pj,98.269,29.3,New South Wales
2016,commercial_and_services_c_pj,97.313,29.3,New South Wales
2017,commercial_and_services_c_pj,100.994,29.3,New South Wales
2018,commercial_and_services_c_pj,97.845,29.3,New South Wales
2019,commercial_and_services_c_pj,95.197,29.3,New South Wales
2020,commercial_and_services_c_pj,92.899,29.3,New South Wales
2021,commercial_and_services_c_pj,93.403,29.3,New South Wales
2022,commercial_and_services_c_pj,96.461,29.3,New South Wales
1974,residential_pj,74.9,70.1,New South Wales
1975,residential_pj,76.1,70.1,New South Wales
1976,residential_pj,79.5,70.1,New South Wales
1977,residential_pj,78.8,70.1,New South Wales
1978,residential_pj,82,70.1,New South Wales
1979,residential_pj,78.5,70.1,New South Wales
1980,residential_pj,78.6,70.1,New South Wales
1981,residential_pj,81,70.1,New South Wales
1982,residential_pj,80.6,70.1,New South Wales
1983,residential_pj,81.9,70.1,New South Wales
1984,residential_pj,84.1,70.1,New South Wales
1985,residential_pj,88.2,70.1,New South Wales
1986,residential_pj,90.4,70.1,New South Wales
1987,residential_pj,91.5,70.1,New South Wales
1988,residential_pj,91.8,70.1,New South Wales
1989,residential_pj,97.8,70.1,New South Wales
1990,residential_pj,100.7,70.1,New South Wales
1991,residential_pj,102.3,70.1,New South Wales
1992,residential_pj,106.4,70.1,New South Wales
1993,residential_pj,106.4,70.1,New South Wales
1994,residential_pj,109.3,70.1,New South Wales
1995,residential_pj,111.8,70.1,New South Wales
1996,residential_pj,115.3,70.1,New South Wales
1997,residential_pj,116.7,70.1,New South Wales
1998,residential_pj,119,70.1,New South Wales
1999,residential_pj,122,70.1,New South Wales
2000,residential_pj,123.7,70.1,New South Wales
2001,residential_pj,112.6,70.1,New South Wales
2002,residential_pj,126.204,70.1,New South Wales
2003,residential_pj,126.686,70.1,New South Wales
2004,residential_pj,124.153,70.1,New South Wales
2005,residential_pj,125.337,70.1,New South Wales
2006,residential_pj,126.848,70.1,New South Wales
2007,residential_pj,127.573,70.1,New South Wales
2008,residential_pj,130.761,70.1,New South Wales
2009,residential_pj,134.038,70.1,New South Wales
2010,residential_pj,136.988,70.1,New South Wales
2011,residential_pj,135.519,70.1,New South Wales
2012,residential_pj,135.282,70.1,New South Wales
2013,residential_pj,134.938,70.1,New South Wales
2014,residential_pj,130.247,70.1,New South Wales
2015,residential_pj,129.887,70.1,New South Wales
2016,residential_pj,133.121,70.1,New South Wales
2017,residential_pj,132.833,70.1,New South Wales
2018,residential_pj,134.021,70.1,New South Wales
